subsistema_id,subsistema,data_hora,carga_mw_media,hora,dia,mes,dia_semana
S,SUL,2025-03-22 21:00:00,14539.115,21,22,3,Saturday
SE,SUDESTE,2025-03-22 21:00:00,48245.022,21,22,3,Saturday
N,NORTE,2025-03-22 22:00:00,8309.85099999,22,22,3,Saturday
NE,NORDESTE,2025-03-22 22:00:00,14717.395,22,22,3,Saturday
S,SUL,2025-03-22 22:00:00,13823.889,22,22,3,Saturday
SE,SUDESTE,2025-03-22 22:00:00,46319.06399999,22,22,3,Saturday
N,NORTE,2025-03-22 23:00:00,8400.902,23,22,3,Saturday
NE,NORDESTE,2025-03-22 23:00:00,14561.669,23,22,3,Saturday
S,SUL,2025-03-22 23:00:00,13049.50199999,23,22,3,Saturday
SE,SUDESTE,2025-03-22 23:00:00,44496.11599999,23,22,3,Saturday
N,NORTE,2025-03-23 00:00:00,8336.988,0,23,3,Sunday
NE,NORDESTE,2025-03-23 00:00:00,14178.64399999,0,23,3,Sunday
S,SUL,2025-03-23 00:00:00,12360.911,0,23,3,Sunday
SE,SUDESTE,2025-03-23 00:00:00,42487.291,0,23,3,Sunday
N,NORTE,2025-03-23 01:00:00,8240.244,1,23,3,Sunday
NE,NORDESTE,2025-03-23 01:00:00,13819.611,1,23,3,Sunday
S,SUL,2025-03-23 01:00:00,11816.214,1,23,3,Sunday
SE,SUDESTE,2025-03-23 01:00:00,40695.111,1,23,3,Sunday
N,NORTE,2025-03-23 02:00:00,8069.688,2,23,3,Sunday
NE,NORDESTE,2025-03-23 02:00:00,13474.74099999,2,23,3,Sunday
S,SUL,2025-03-23 02:00:00,11404.055,2,23,3,Sunday
SE,SUDESTE,2025-03-23 02:00:00,39344.512,2,23,3,Sunday
N,NORTE,2025-03-23 03:00:00,7848.07,3,23,3,Sunday
NE,NORDESTE,2025-03-23 03:00:00,13205.11799999,3,23,3,Sunday
S,SUL,2025-03-23 03:00:00,11130.75899999,3,23,3,Sunday
SE,SUDESTE,2025-03-23 03:00:00,38440.241,3,23,3,Sunday
N,NORTE,2025-03-23 04:00:00,7698.612,4,23,3,Sunday
NE,NORDESTE,2025-03-23 04:00:00,13002.979,4,23,3,Sunday
S,SUL,2025-03-23 04:00:00,10960.523,4,23,3,Sunday
SE,SUDESTE,2025-03-23 04:00:00,37907.39,4,23,3,Sunday
N,NORTE,2025-03-23 05:00:00,7546.039,5,23,3,Sunday
NE,NORDESTE,2025-03-23 05:00:00,12509.83099999,5,23,3,Sunday
S,SUL,2025-03-23 05:00:00,10903.516,5,23,3,Sunday
SE,SUDESTE,2025-03-23 05:00:00,37681.701,5,23,3,Sunday
N,NORTE,2025-03-23 06:00:00,7237.345,6,23,3,Sunday
NE,NORDESTE,2025-03-23 06:00:00,11886.505,6,23,3,Sunday
S,SUL,2025-03-23 06:00:00,10990.703,6,23,3,Sunday
SE,SUDESTE,2025-03-23 06:00:00,37225.67599999,6,23,3,Sunday
N,NORTE,2025-03-23 07:00:00,7035.31899999,7,23,3,Sunday
NE,NORDESTE,2025-03-23 07:00:00,11427.89999999,7,23,3,Sunday
S,SUL,2025-03-23 07:00:00,11453.59499999,7,23,3,Sunday
SE,SUDESTE,2025-03-23 07:00:00,38127.375,7,23,3,Sunday
N,NORTE,2025-03-23 08:00:00,6937.701,8,23,3,Sunday
NE,NORDESTE,2025-03-23 08:00:00,11301.445,8,23,3,Sunday
S,SUL,2025-03-23 08:00:00,11868.937,8,23,3,Sunday
SE,SUDESTE,2025-03-23 08:00:00,39411.148,8,23,3,Sunday
N,NORTE,2025-03-23 09:00:00,7016.485,9,23,3,Sunday
NE,NORDESTE,2025-03-23 09:00:00,11278.499,9,23,3,Sunday
S,SUL,2025-03-23 09:00:00,11834.879,9,23,3,Sunday
SE,SUDESTE,2025-03-23 09:00:00,40127.658,9,23,3,Sunday
N,NORTE,2025-03-23 10:00:00,7054.347,10,23,3,Sunday
NE,NORDESTE,2025-03-23 10:00:00,11405.333,10,23,3,Sunday
S,SUL,2025-03-23 10:00:00,11881.194,10,23,3,Sunday
SE,SUDESTE,2025-03-23 10:00:00,41655.359,10,23,3,Sunday
N,NORTE,2025-03-23 11:00:00,7048.23299999,11,23,3,Sunday
NE,NORDESTE,2025-03-23 11:00:00,11521.82899999,11,23,3,Sunday
S,SUL,2025-03-23 11:00:00,12142.575,11,23,3,Sunday
SE,SUDESTE,2025-03-23 11:00:00,42477.398,11,23,3,Sunday
N,NORTE,2025-03-23 12:00:00,6930.643,12,23,3,Sunday
NE,NORDESTE,2025-03-23 12:00:00,11532.557,12,23,3,Sunday
S,SUL,2025-03-23 12:00:00,12134.041,12,23,3,Sunday
SE,SUDESTE,2025-03-23 12:00:00,42436.937,12,23,3,Sunday
N,NORTE,2025-03-23 13:00:00,6982.387,13,23,3,Sunday
NE,NORDESTE,2025-03-23 13:00:00,11336.319,13,23,3,Sunday
S,SUL,2025-03-23 13:00:00,12095.326,13,23,3,Sunday
SE,SUDESTE,2025-03-23 13:00:00,41588.107,13,23,3,Sunday
N,NORTE,2025-03-23 14:00:00,7114.281,14,23,3,Sunday
NE,NORDESTE,2025-03-23 14:00:00,11279.603,14,23,3,Sunday
S,SUL,2025-03-23 14:00:00,12335.541,14,23,3,Sunday
SE,SUDESTE,2025-03-23 14:00:00,41633.977,14,23,3,Sunday
N,NORTE,2025-03-23 15:00:00,7340.40599999,15,23,3,Sunday
NE,NORDESTE,2025-03-23 15:00:00,11436.304,15,23,3,Sunday
S,SUL,2025-03-23 15:00:00,12753.25999999,15,23,3,Sunday
SE,SUDESTE,2025-03-23 15:00:00,42515.403,15,23,3,Sunday
N,NORTE,2025-03-23 16:00:00,7439.61199999,16,23,3,Sunday
NE,NORDESTE,2025-03-23 16:00:00,11966.507,16,23,3,Sunday
S,SUL,2025-03-23 16:00:00,13132.541,16,23,3,Sunday
SE,SUDESTE,2025-03-23 16:00:00,43419.14999999,16,23,3,Sunday
N,NORTE,2025-03-23 17:00:00,7580.32899999,17,23,3,Sunday
NE,NORDESTE,2025-03-23 17:00:00,12837.411,17,23,3,Sunday
S,SUL,2025-03-23 17:00:00,13772.267,17,23,3,Sunday
SE,SUDESTE,2025-03-23 17:00:00,44564.84199999,17,23,3,Sunday
N,NORTE,2025-03-23 18:00:00,7900.87,18,23,3,Sunday
NE,NORDESTE,2025-03-23 18:00:00,14213.70699999,18,23,3,Sunday
S,SUL,2025-03-23 18:00:00,14852.994,18,23,3,Sunday
SE,SUDESTE,2025-03-23 18:00:00,47699.17,18,23,3,Sunday
N,NORTE,2025-03-23 19:00:00,8048.30399999,19,23,3,Sunday
NE,NORDESTE,2025-03-23 19:00:00,14085.619,19,23,3,Sunday
S,SUL,2025-03-23 19:00:00,15936.41,19,23,3,Sunday
SE,SUDESTE,2025-03-23 19:00:00,48369.937,19,23,3,Sunday
N,NORTE,2025-03-23 20:00:00,8086.93199999,20,23,3,Sunday
NE,NORDESTE,2025-03-23 20:00:00,14108.78599999,20,23,3,Sunday
S,SUL,2025-03-23 20:00:00,15649.523,20,23,3,Sunday
SE,SUDESTE,2025-03-23 20:00:00,47987.319,20,23,3,Sunday
N,NORTE,2025-03-23 21:00:00,8144.42399999,21,23,3,Sunday
NE,NORDESTE,2025-03-23 21:00:00,14321.33399999,21,23,3,Sunday
S,SUL,2025-03-23 21:00:00,15326.446,21,23,3,Sunday
SE,SUDESTE,2025-03-23 21:00:00,47268.165,21,23,3,Sunday
N,NORTE,2025-03-23 22:00:00,8369.814,22,23,3,Sunday
NE,NORDESTE,2025-03-23 22:00:00,14454.625,22,23,3,Sunday
S,SUL,2025-03-23 22:00:00,14795.836,22,23,3,Sunday
SE,SUDESTE,2025-03-23 22:00:00,45923.681,22,23,3,Sunday
N,NORTE,2025-03-23 23:00:00,8413.557,23,23,3,Sunday
NE,NORDESTE,2025-03-23 23:00:00,14169.417,23,23,3,Sunday
S,SUL,2025-03-23 23:00:00,14018.034,23,23,3,Sunday
SE,SUDESTE,2025-03-23 23:00:00,43784.102,23,23,3,Sunday
N,NORTE,2025-03-24 00:00:00,8371.426,0,24,3,Monday
NE,NORDESTE,2025-03-24 00:00:00,13735.30399999,0,24,3,Monday
S,SUL,2025-03-24 00:00:00,13253.488,0,24,3,Monday
SE,SUDESTE,2025-03-24 00:00:00,41560.37999999,0,24,3,Monday
N,NORTE,2025-03-24 01:00:00,8238.364,1,24,3,Monday
NE,NORDESTE,2025-03-24 01:00:00,13387.633,1,24,3,Monday
S,SUL,2025-03-24 01:00:00,12747.114,1,24,3,Monday
SE,SUDESTE,2025-03-24 01:00:00,39983.51299999,1,24,3,Monday
N,NORTE,2025-03-24 02:00:00,8085.19199999,2,24,3,Monday
NE,NORDESTE,2025-03-24 02:00:00,13107.54899999,2,24,3,Monday
S,SUL,2025-03-24 02:00:00,12396.867,2,24,3,Monday
SE,SUDESTE,2025-03-24 02:00:00,38948.689,2,24,3,Monday
N,NORTE,2025-03-24 03:00:00,7963.468,3,24,3,Monday
NE,NORDESTE,2025-03-24 03:00:00,12921.564,3,24,3,Monday
S,SUL,2025-03-24 03:00:00,12289.161,3,24,3,Monday
SE,SUDESTE,2025-03-24 03:00:00,38456.56199999,3,24,3,Monday
N,NORTE,2025-03-24 04:00:00,7873.18899999,4,24,3,Monday
NE,NORDESTE,2025-03-24 04:00:00,12831.562,4,24,3,Monday
S,SUL,2025-03-24 04:00:00,12364.553,4,24,3,Monday
SE,SUDESTE,2025-03-24 04:00:00,38655.858,4,24,3,Monday
N,NORTE,2025-03-24 05:00:00,7800.133,5,24,3,Monday
NE,NORDESTE,2025-03-24 05:00:00,12643.053,5,24,3,Monday
S,SUL,2025-03-24 05:00:00,13064.509,5,24,3,Monday
SE,SUDESTE,2025-03-24 05:00:00,40787.256,5,24,3,Monday
N,NORTE,2025-03-24 06:00:00,7418.462,6,24,3,Monday
NE,NORDESTE,2025-03-24 06:00:00,12470.114,6,24,3,Monday
S,SUL,2025-03-24 06:00:00,14223.367,6,24,3,Monday
SE,SUDESTE,2025-03-24 06:00:00,43400.472,6,24,3,Monday
N,NORTE,2025-03-24 07:00:00,7409.81199999,7,24,3,Monday
NE,NORDESTE,2025-03-24 07:00:00,12907.155,7,24,3,Monday
S,SUL,2025-03-24 07:00:00,15746.961,7,24,3,Monday
SE,SUDESTE,2025-03-24 07:00:00,46558.364,7,24,3,Monday
N,NORTE,2025-03-24 08:00:00,7852.693,8,24,3,Monday
NE,NORDESTE,2025-03-24 08:00:00,13881.935,8,24,3,Monday
S,SUL,2025-03-24 08:00:00,16980.125,8,24,3,Monday
SE,SUDESTE,2025-03-24 08:00:00,49531.77699999,8,24,3,Monday
N,NORTE,2025-03-24 09:00:00,8097.88499999,9,24,3,Monday
NE,NORDESTE,2025-03-24 09:00:00,14129.465,9,24,3,Monday
S,SUL,2025-03-24 09:00:00,17285.11699999,9,24,3,Monday
SE,SUDESTE,2025-03-24 09:00:00,51341.70099999,9,24,3,Monday
N,NORTE,2025-03-24 10:00:00,8192.59699999,10,24,3,Monday
NE,NORDESTE,2025-03-24 10:00:00,14423.15399999,10,24,3,Monday
S,SUL,2025-03-24 10:00:00,17834.179,10,24,3,Monday
SE,SUDESTE,2025-03-24 10:00:00,52911.178,10,24,3,Monday
N,NORTE,2025-03-24 11:00:00,8153.2,11,24,3,Monday
NE,NORDESTE,2025-03-24 11:00:00,14559.38599999,11,24,3,Monday
S,SUL,2025-03-24 11:00:00,18167.259,11,24,3,Monday
SE,SUDESTE,2025-03-24 11:00:00,53587.33099999,11,24,3,Monday
N,NORTE,2025-03-24 12:00:00,8150.04599999,12,24,3,Monday
NE,NORDESTE,2025-03-24 12:00:00,14311.886,12,24,3,Monday
S,SUL,2025-03-24 12:00:00,17282.662,12,24,3,Monday
SE,SUDESTE,2025-03-24 12:00:00,51516.064,12,24,3,Monday
N,NORTE,2025-03-24 13:00:00,8521.56999999,13,24,3,Monday
NE,NORDESTE,2025-03-24 13:00:00,14481.095,13,24,3,Monday
S,SUL,2025-03-24 13:00:00,18413.569,13,24,3,Monday
SE,SUDESTE,2025-03-24 13:00:00,51357.379,13,24,3,Monday
N,NORTE,2025-03-24 14:00:00,8989.98599999,14,24,3,Monday
NE,NORDESTE,2025-03-24 14:00:00,14766.582,14,24,3,Monday
S,SUL,2025-03-24 14:00:00,18908.103,14,24,3,Monday
SE,SUDESTE,2025-03-24 14:00:00,52612.70499999,14,24,3,Monday
N,NORTE,2025-03-24 15:00:00,9116.007,15,24,3,Monday
NE,NORDESTE,2025-03-24 15:00:00,14778.518,15,24,3,Monday
S,SUL,2025-03-24 15:00:00,18909.786,15,24,3,Monday
SE,SUDESTE,2025-03-24 15:00:00,53480.141,15,24,3,Monday
N,NORTE,2025-03-24 16:00:00,9030.93799999,16,24,3,Monday
NE,NORDESTE,2025-03-24 16:00:00,14759.05,16,24,3,Monday
S,SUL,2025-03-24 16:00:00,19162.004,16,24,3,Monday
SE,SUDESTE,2025-03-24 16:00:00,53017.903,16,24,3,Monday
N,NORTE,2025-03-24 17:00:00,8338.111,17,24,3,Monday
NE,NORDESTE,2025-03-24 17:00:00,14189.74,17,24,3,Monday
S,SUL,2025-03-24 17:00:00,18374.019,17,24,3,Monday
SE,SUDESTE,2025-03-24 17:00:00,51046.72,17,24,3,Monday
N,NORTE,2025-03-24 18:00:00,8047.23499999,18,24,3,Monday
NE,NORDESTE,2025-03-24 18:00:00,14845.8,18,24,3,Monday
S,SUL,2025-03-24 18:00:00,18040.11499999,18,24,3,Monday
SE,SUDESTE,2025-03-24 18:00:00,52313.206,18,24,3,Monday
N,NORTE,2025-03-24 19:00:00,8320.605,19,24,3,Monday
NE,NORDESTE,2025-03-24 19:00:00,14863.52599999,19,24,3,Monday
S,SUL,2025-03-24 19:00:00,18912.516,19,24,3,Monday
SE,SUDESTE,2025-03-24 19:00:00,53308.546,19,24,3,Monday
N,NORTE,2025-03-24 20:00:00,8429.46799999,20,24,3,Monday
NE,NORDESTE,2025-03-24 20:00:00,14850.66999999,20,24,3,Monday
S,SUL,2025-03-24 20:00:00,18419.618,20,24,3,Monday
SE,SUDESTE,2025-03-24 20:00:00,52894.594,20,24,3,Monday
N,NORTE,2025-03-24 21:00:00,8668.517,21,24,3,Monday
NE,NORDESTE,2025-03-24 21:00:00,15263.45,21,24,3,Monday
S,SUL,2025-03-24 21:00:00,18114.931,21,24,3,Monday
SE,SUDESTE,2025-03-24 21:00:00,51994.763,21,24,3,Monday
N,NORTE,2025-03-24 22:00:00,8779.261,22,24,3,Monday
NE,NORDESTE,2025-03-24 22:00:00,15291.50099999,22,24,3,Monday
S,SUL,2025-03-24 22:00:00,17233.282,22,24,3,Monday
SE,SUDESTE,2025-03-24 22:00:00,49578.06999999,22,24,3,Monday
N,NORTE,2025-03-24 23:00:00,8709.092,23,24,3,Monday
NE,NORDESTE,2025-03-24 23:00:00,14874.563,23,24,3,Monday
S,SUL,2025-03-24 23:00:00,16049.516,23,24,3,Monday
SE,SUDESTE,2025-03-24 23:00:00,46488.058,23,24,3,Monday
N,NORTE,2025-03-25 00:00:00,8554.07,0,25,3,Tuesday
NE,NORDESTE,2025-03-25 00:00:00,14427.57899999,0,25,3,Tuesday
S,SUL,2025-03-25 00:00:00,14954.049,0,25,3,Tuesday
SE,SUDESTE,2025-03-25 00:00:00,43655.296,0,25,3,Tuesday
N,NORTE,2025-03-25 01:00:00,8417.59299999,1,25,3,Tuesday
NE,NORDESTE,2025-03-25 01:00:00,14006.60799999,1,25,3,Tuesday
S,SUL,2025-03-25 01:00:00,14132.871,1,25,3,Tuesday
SE,SUDESTE,2025-03-25 01:00:00,41708.71099999,1,25,3,Tuesday
N,NORTE,2025-03-25 02:00:00,8298.427,2,25,3,Tuesday
NE,NORDESTE,2025-03-25 02:00:00,13672.387,2,25,3,Tuesday
S,SUL,2025-03-25 02:00:00,13577.499,2,25,3,Tuesday
SE,SUDESTE,2025-03-25 02:00:00,40414.06499999,2,25,3,Tuesday
N,NORTE,2025-03-25 03:00:00,8155.337,3,25,3,Tuesday
NE,NORDESTE,2025-03-25 03:00:00,13380.675,3,25,3,Tuesday
S,SUL,2025-03-25 03:00:00,13275.14,3,25,3,Tuesday
SE,SUDESTE,2025-03-25 03:00:00,39685.55299999,3,25,3,Tuesday
N,NORTE,2025-03-25 04:00:00,8046.252,4,25,3,Tuesday
NE,NORDESTE,2025-03-25 04:00:00,13184.957,4,25,3,Tuesday
S,SUL,2025-03-25 04:00:00,13248.532,4,25,3,Tuesday
SE,SUDESTE,2025-03-25 04:00:00,39887.63299999,4,25,3,Tuesday
N,NORTE,2025-03-25 05:00:00,8016.79999999,5,25,3,Tuesday
NE,NORDESTE,2025-03-25 05:00:00,12903.96399999,5,25,3,Tuesday
S,SUL,2025-03-25 05:00:00,13786.095,5,25,3,Tuesday
SE,SUDESTE,2025-03-25 05:00:00,41670.0,5,25,3,Tuesday
N,NORTE,2025-03-25 06:00:00,7539.68299999,6,25,3,Tuesday
NE,NORDESTE,2025-03-25 06:00:00,12577.056,6,25,3,Tuesday
S,SUL,2025-03-25 06:00:00,14750.434,6,25,3,Tuesday
SE,SUDESTE,2025-03-25 06:00:00,43949.20499999,6,25,3,Tuesday
N,NORTE,2025-03-25 07:00:00,7474.588,7,25,3,Tuesday
NE,NORDESTE,2025-03-25 07:00:00,12953.542,7,25,3,Tuesday
S,SUL,2025-03-25 07:00:00,16062.034,7,25,3,Tuesday
SE,SUDESTE,2025-03-25 07:00:00,46707.09,7,25,3,Tuesday
N,NORTE,2025-03-25 08:00:00,7877.17399999,8,25,3,Tuesday
NE,NORDESTE,2025-03-25 08:00:00,13678.897,8,25,3,Tuesday
S,SUL,2025-03-25 08:00:00,17310.169,8,25,3,Tuesday
SE,SUDESTE,2025-03-25 08:00:00,49147.161,8,25,3,Tuesday
N,NORTE,2025-03-25 09:00:00,8153.91599999,9,25,3,Tuesday
NE,NORDESTE,2025-03-25 09:00:00,14035.334,9,25,3,Tuesday
S,SUL,2025-03-25 09:00:00,17489.23,9,25,3,Tuesday
SE,SUDESTE,2025-03-25 09:00:00,50131.383,9,25,3,Tuesday
N,NORTE,2025-03-25 10:00:00,8433.57199999,10,25,3,Tuesday
NE,NORDESTE,2025-03-25 10:00:00,14339.057,10,25,3,Tuesday
S,SUL,2025-03-25 10:00:00,18070.039,10,25,3,Tuesday
SE,SUDESTE,2025-03-25 10:00:00,51858.53799999,10,25,3,Tuesday
N,NORTE,2025-03-25 11:00:00,8454.706,11,25,3,Tuesday
NE,NORDESTE,2025-03-25 11:00:00,14418.611,11,25,3,Tuesday
S,SUL,2025-03-25 11:00:00,18365.801,11,25,3,Tuesday
SE,SUDESTE,2025-03-25 11:00:00,53567.846,11,25,3,Tuesday
N,NORTE,2025-03-25 12:00:00,8351.986,12,25,3,Tuesday
NE,NORDESTE,2025-03-25 12:00:00,14052.30799999,12,25,3,Tuesday
S,SUL,2025-03-25 12:00:00,17216.86599999,12,25,3,Tuesday
SE,SUDESTE,2025-03-25 12:00:00,52670.30499999,12,25,3,Tuesday
N,NORTE,2025-03-25 13:00:00,8690.26199999,13,25,3,Tuesday
NE,NORDESTE,2025-03-25 13:00:00,14212.497,13,25,3,Tuesday
S,SUL,2025-03-25 13:00:00,18212.20799999,13,25,3,Tuesday
SE,SUDESTE,2025-03-25 13:00:00,53252.06799999,13,25,3,Tuesday
N,NORTE,2025-03-25 14:00:00,8954.98,14,25,3,Tuesday
NE,NORDESTE,2025-03-25 14:00:00,14435.48199999,14,25,3,Tuesday
S,SUL,2025-03-25 14:00:00,19052.39899999,14,25,3,Tuesday
SE,SUDESTE,2025-03-25 14:00:00,53841.03799999,14,25,3,Tuesday
N,NORTE,2025-03-25 15:00:00,9066.51799999,15,25,3,Tuesday
NE,NORDESTE,2025-03-25 15:00:00,14501.03999999,15,25,3,Tuesday
S,SUL,2025-03-25 15:00:00,19324.764,15,25,3,Tuesday
SE,SUDESTE,2025-03-25 15:00:00,54120.75,15,25,3,Tuesday
N,NORTE,2025-03-25 16:00:00,8761.523,16,25,3,Tuesday
NE,NORDESTE,2025-03-25 16:00:00,14564.72,16,25,3,Tuesday
S,SUL,2025-03-25 16:00:00,19175.41,16,25,3,Tuesday
SE,SUDESTE,2025-03-25 16:00:00,54094.11499999,16,25,3,Tuesday
N,NORTE,2025-03-25 17:00:00,8396.751,17,25,3,Tuesday
NE,NORDESTE,2025-03-25 17:00:00,14321.779,17,25,3,Tuesday
S,SUL,2025-03-25 17:00:00,17931.438,17,25,3,Tuesday
SE,SUDESTE,2025-03-25 17:00:00,52146.868,17,25,3,Tuesday
N,NORTE,2025-03-25 18:00:00,8234.474,18,25,3,Tuesday
NE,NORDESTE,2025-03-25 18:00:00,14972.397,18,25,3,Tuesday
S,SUL,2025-03-25 18:00:00,17546.72,18,25,3,Tuesday
SE,SUDESTE,2025-03-25 18:00:00,53484.09499999,18,25,3,Tuesday
N,NORTE,2025-03-25 19:00:00,8464.28299999,19,25,3,Tuesday
NE,NORDESTE,2025-03-25 19:00:00,14932.766,19,25,3,Tuesday
S,SUL,2025-03-25 19:00:00,18084.915,19,25,3,Tuesday
SE,SUDESTE,2025-03-25 19:00:00,54419.01,19,25,3,Tuesday
N,NORTE,2025-03-25 20:00:00,8630.258,20,25,3,Tuesday
NE,NORDESTE,2025-03-25 20:00:00,14955.028,20,25,3,Tuesday
S,SUL,2025-03-25 20:00:00,17496.36899999,20,25,3,Tuesday
SE,SUDESTE,2025-03-25 20:00:00,54185.56399999,20,25,3,Tuesday
N,NORTE,2025-03-25 21:00:00,8764.593,21,25,3,Tuesday
NE,NORDESTE,2025-03-25 21:00:00,15413.94899999,21,25,3,Tuesday
S,SUL,2025-03-25 21:00:00,17061.144,21,25,3,Tuesday
SE,SUDESTE,2025-03-25 21:00:00,53634.45299999,21,25,3,Tuesday
N,NORTE,2025-03-25 22:00:00,8791.561,22,25,3,Tuesday
NE,NORDESTE,2025-03-25 22:00:00,15407.246,22,25,3,Tuesday
S,SUL,2025-03-25 22:00:00,16314.607,22,25,3,Tuesday
SE,SUDESTE,2025-03-25 22:00:00,51275.99299999,22,25,3,Tuesday
N,NORTE,2025-03-25 23:00:00,8713.042,23,25,3,Tuesday
NE,NORDESTE,2025-03-25 23:00:00,14979.838,23,25,3,Tuesday
S,SUL,2025-03-25 23:00:00,15201.03099999,23,25,3,Tuesday
SE,SUDESTE,2025-03-25 23:00:00,48305.02099999,23,25,3,Tuesday
N,NORTE,2025-03-26 00:00:00,8533.132,0,26,3,Wednesday
NE,NORDESTE,2025-03-26 00:00:00,14364.982,0,26,3,Wednesday
S,SUL,2025-03-26 00:00:00,14103.026,0,26,3,Wednesday
SE,SUDESTE,2025-03-26 00:00:00,45081.083,0,26,3,Wednesday
N,NORTE,2025-03-26 01:00:00,8363.56699999,1,26,3,Wednesday
NE,NORDESTE,2025-03-26 01:00:00,13885.642,1,26,3,Wednesday
S,SUL,2025-03-26 01:00:00,13409.136,1,26,3,Wednesday
SE,SUDESTE,2025-03-26 01:00:00,42986.84899999,1,26,3,Wednesday
N,NORTE,2025-03-26 02:00:00,8188.80699999,2,26,3,Wednesday
NE,NORDESTE,2025-03-26 02:00:00,13631.638,2,26,3,Wednesday
S,SUL,2025-03-26 02:00:00,12930.202,2,26,3,Wednesday
SE,SUDESTE,2025-03-26 02:00:00,41721.34699999,2,26,3,Wednesday
N,NORTE,2025-03-26 03:00:00,7990.70899999,3,26,3,Wednesday
NE,NORDESTE,2025-03-26 03:00:00,13431.098,3,26,3,Wednesday
S,SUL,2025-03-26 03:00:00,12605.471,3,26,3,Wednesday
SE,SUDESTE,2025-03-26 03:00:00,41116.72799999,3,26,3,Wednesday
N,NORTE,2025-03-26 04:00:00,7862.202,4,26,3,Wednesday
NE,NORDESTE,2025-03-26 04:00:00,13248.93899999,4,26,3,Wednesday
S,SUL,2025-03-26 04:00:00,12592.737,4,26,3,Wednesday
SE,SUDESTE,2025-03-26 04:00:00,41477.40299999,4,26,3,Wednesday
N,NORTE,2025-03-26 05:00:00,7932.943,5,26,3,Wednesday
NE,NORDESTE,2025-03-26 05:00:00,13009.716,5,26,3,Wednesday
S,SUL,2025-03-26 05:00:00,13192.611,5,26,3,Wednesday
SE,SUDESTE,2025-03-26 05:00:00,43050.363,5,26,3,Wednesday
N,NORTE,2025-03-26 06:00:00,7558.1,6,26,3,Wednesday
NE,NORDESTE,2025-03-26 06:00:00,12744.87,6,26,3,Wednesday
S,SUL,2025-03-26 06:00:00,14470.212,6,26,3,Wednesday
SE,SUDESTE,2025-03-26 06:00:00,45324.457,6,26,3,Wednesday
N,NORTE,2025-03-26 07:00:00,7529.832,7,26,3,Wednesday
NE,NORDESTE,2025-03-26 07:00:00,13191.028,7,26,3,Wednesday
S,SUL,2025-03-26 07:00:00,15843.642,7,26,3,Wednesday
SE,SUDESTE,2025-03-26 07:00:00,48185.056,7,26,3,Wednesday
N,NORTE,2025-03-26 08:00:00,7891.206,8,26,3,Wednesday
NE,NORDESTE,2025-03-26 08:00:00,13764.531,8,26,3,Wednesday
S,SUL,2025-03-26 08:00:00,16941.349,8,26,3,Wednesday
SE,SUDESTE,2025-03-26 08:00:00,51284.33499999,8,26,3,Wednesday
N,NORTE,2025-03-26 09:00:00,8138.217,9,26,3,Wednesday
NE,NORDESTE,2025-03-26 09:00:00,14049.284,9,26,3,Wednesday
S,SUL,2025-03-26 09:00:00,16944.986,9,26,3,Wednesday
SE,SUDESTE,2025-03-26 09:00:00,52805.151,9,26,3,Wednesday
N,NORTE,2025-03-26 10:00:00,8469.301,10,26,3,Wednesday
NE,NORDESTE,2025-03-26 10:00:00,14656.355,10,26,3,Wednesday
S,SUL,2025-03-26 10:00:00,17028.608,10,26,3,Wednesday
SE,SUDESTE,2025-03-26 10:00:00,54146.85599999,10,26,3,Wednesday
N,NORTE,2025-03-26 11:00:00,8432.092,11,26,3,Wednesday
NE,NORDESTE,2025-03-26 11:00:00,14740.54,11,26,3,Wednesday
S,SUL,2025-03-26 11:00:00,17034.798,11,26,3,Wednesday
SE,SUDESTE,2025-03-26 11:00:00,54796.153,11,26,3,Wednesday
N,NORTE,2025-03-26 12:00:00,8243.511,12,26,3,Wednesday
NE,NORDESTE,2025-03-26 12:00:00,14413.36399999,12,26,3,Wednesday
S,SUL,2025-03-26 12:00:00,16104.029,12,26,3,Wednesday
SE,SUDESTE,2025-03-26 12:00:00,53823.478,12,26,3,Wednesday
N,NORTE,2025-03-26 13:00:00,8458.728,13,26,3,Wednesday
NE,NORDESTE,2025-03-26 13:00:00,14708.496,13,26,3,Wednesday
S,SUL,2025-03-26 13:00:00,17165.345,13,26,3,Wednesday
SE,SUDESTE,2025-03-26 13:00:00,53936.56199999,13,26,3,Wednesday
N,NORTE,2025-03-26 14:00:00,8777.082,14,26,3,Wednesday
NE,NORDESTE,2025-03-26 14:00:00,14952.11099999,14,26,3,Wednesday
S,SUL,2025-03-26 14:00:00,17687.56499999,14,26,3,Wednesday
SE,SUDESTE,2025-03-26 14:00:00,54011.22,14,26,3,Wednesday
N,NORTE,2025-03-26 15:00:00,8823.667,15,26,3,Wednesday
NE,NORDESTE,2025-03-26 15:00:00,15056.197,15,26,3,Wednesday
S,SUL,2025-03-26 15:00:00,17683.139,15,26,3,Wednesday
SE,SUDESTE,2025-03-26 15:00:00,53585.68099999,15,26,3,Wednesday
N,NORTE,2025-03-26 16:00:00,8565.866,16,26,3,Wednesday
NE,NORDESTE,2025-03-26 16:00:00,15108.946,16,26,3,Wednesday
S,SUL,2025-03-26 16:00:00,17750.74299999,16,26,3,Wednesday
SE,SUDESTE,2025-03-26 16:00:00,52593.939,16,26,3,Wednesday
N,NORTE,2025-03-26 17:00:00,8243.04099999,17,26,3,Wednesday
